,Order Date,Year,Quarter,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
2361,17-03-2014,2014,1,21-03-2014,Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,155.04,4,0,75.9696
5100,17-03-2014,2014,1,17-03-2014,Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Art,4.448,2,0.2,0.3336
2358,17-03-2014,2014,1,21-03-2014,Standard Class,Corporate,New York City,New York,East,Furniture,Tables,1071.576,4,0.4,-553.6476
5102,17-03-2014,2014,1,17-03-2014,Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
1346,17-03-2014,2014,1,24-03-2014,Standard Class,Consumer,Lakeville,Minnesota,Central,Office Supplies,Paper,47.18,7,0,23.59
2357,17-03-2014,2014,1,21-03-2014,Standard Class,Corporate,New York City,New York,East,Furniture,Tables,1579.746,7,0.4,-447.5947
7430,17-03-2014,2014,1,21-03-2014,Standard Class,Corporate,Jackson,Mississippi,South,Office Supplies,Paper,16,4,0,7.68
7431,17-03-2014,2014,1,21-03-2014,Standard Class,Corporate,Jackson,Mississippi,South,Office Supplies,Appliances,32.67,3,0,8.4942
5101,17-03-2014,2014,1,17-03-2014,Same Day,Consumer,Dallas,Texas,Central,Office Supplies,Paper,5.184,1,0.2,1.8792
1345,17-03-2014,2014,1,24-03-2014,Standard Class,Consumer,Lakeville,Minnesota,Central,Office Supplies,Appliances,93.78,2,0,36.5742
2696,18-03-2014,2014,1,23-03-2014,Standard Class,Home Office,Jacksonville,Florida,South,Technology,Machines,821.3,4,0.5,-16.426
2702,18-03-2014,2014,1,23-03-2014,Standard Class,Home Office,Jacksonville,Florida,South,Furniture,Furnishings,122.352,3,0.2,15.294
2697,18-03-2014,2014,1,23-03-2014,Standard Class,Home Office,Jacksonville,Florida,South,Technology,Machines,22638.48,6,0.5,-1811.0784
7329,18-03-2014,2014,1,24-03-2014,Standard Class,Home Office,Burbank,California,West,Office Supplies,Storage,1856.19,7,0,334.1142
2698,18-03-2014,2014,1,23-03-2014,Standard Class,Home Office,Jacksonville,Florida,South,Office Supplies,Paper,21.376,4,0.2,7.4816
2701,18-03-2014,2014,1,23-03-2014,Standard Class,Home Office,Jacksonville,Florida,South,Office Supplies,Fasteners,18.936,3,0.2,5.9175
2700,18-03-2014,2014,1,23-03-2014,Standard Class,Home Office,Jacksonville,Florida,South,Furniture,Furnishings,30.768,2,0.2,8.0766
7327,18-03-2014,2014,1,24-03-2014,Standard Class,Home Office,Burbank,California,West,Furniture,Furnishings,111,2,0,14.43
2699,18-03-2014,2014,1,23-03-2014,Standard Class,Home Office,Jacksonville,Florida,South,Office Supplies,Art,8.016,3,0.2,1.002
6151,18-03-2014,2014,1,21-03-2014,Second Class,Home Office,San Francisco,California,West,Furniture,Bookcases,1198.33,10,0.15,70.49
7328,18-03-2014,2014,1,24-03-2014,Standard Class,Home Office,Burbank,California,West,Technology,Machines,1279.968,4,0.2,415.9896
6166,19-03-2014,2014,1,21-03-2014,First Class,Corporate,Lakeland,Florida,South,Technology,Accessories,170.24,2,0.2,53.2
6160,19-03-2014,2014,1,21-03-2014,First Class,Corporate,Lakeland,Florida,South,Technology,Phones,323.976,3,0.2,28.3479
6165,19-03-2014,2014,1,21-03-2014,First Class,Corporate,Lakeland,Florida,South,Furniture,Furnishings,20.016,3,0.2,5.5044
6161,19-03-2014,2014,1,21-03-2014,First Class,Corporate,Lakeland,Florida,South,Office Supplies,Labels,11.808,4,0.2,3.9852
6162,19-03-2014,2014,1,21-03-2014,First Class,Corporate,Lakeland,Florida,South,Office Supplies,Storage,26.16,3,0.2,1.962
6163,19-03-2014,2014,1,21-03-2014,First Class,Corporate,Lakeland,Florida,South,Office Supplies,Binders,33.57,5,0.7,-25.737
6164,19-03-2014,2014,1,21-03-2014,First Class,Corporate,Lakeland,Florida,South,Furniture,Furnishings,4.992,3,0.2,1.3728
7587,21-03-2014,2014,1,25-03-2014,Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Binders,122.94,3,0,59.0112
8345,21-03-2014,2014,1,25-03-2014,Standard Class,Consumer,Knoxville,Tennessee,South,Furniture,Chairs,218.376,3,0.2,-10.9188
7585,21-03-2014,2014,1,25-03-2014,Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Paper,122.97,3,0,60.2553
7586,21-03-2014,2014,1,25-03-2014,Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Art,9.32,4,0,2.7028
8344,21-03-2014,2014,1,25-03-2014,Standard Class,Consumer,Knoxville,Tennessee,South,Furniture,Furnishings,32.952,3,0.2,6.5904
8343,21-03-2014,2014,1,25-03-2014,Standard Class,Consumer,Knoxville,Tennessee,South,Office Supplies,Labels,59.2,5,0.2,22.2
7583,21-03-2014,2014,1,25-03-2014,Standard Class,Corporate,Springfield,Virginia,South,Technology,Phones,3499.93,7,0,909.9818
196,21-03-2014,2014,1,25-03-2014,Standard Class,Consumer,Hamilton,Ohio,East,Office Supplies,Art,6.048,3,0.2,1.5876
195,21-03-2014,2014,1,25-03-2014,Standard Class,Consumer,Hamilton,Ohio,East,Office Supplies,Art,7.408,2,0.2,1.2038
5460,21-03-2014,2014,1,25-03-2014,Standard Class,Corporate,Asheville,North Carolina,South,Office Supplies,Storage,16.272,1,0.2,-3.8646
7584,21-03-2014,2014,1,25-03-2014,Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Labels,14.4,5,0,6.624
2871,22-03-2014,2014,1,26-03-2014,Standard Class,Corporate,Tucson,Arizona,West,Furniture,Chairs,314.352,3,0.2,-35.3646
1768,22-03-2014,2014,1,26-03-2014,Standard Class,Consumer,Greensboro,North Carolina,South,Office Supplies,Binders,51.465,5,0.7,-39.4565
2870,22-03-2014,2014,1,26-03-2014,Standard Class,Corporate,Tucson,Arizona,West,Office Supplies,Paper,74.352,3,0.2,23.235
1767,22-03-2014,2014,1,26-03-2014,Standard Class,Consumer,Greensboro,North Carolina,South,Office Supplies,Binders,7.644,4,0.7,-5.8604
4340,22-03-2014,2014,1,22-03-2014,Same Day,Consumer,Portage,Indiana,Central,Office Supplies,Art,16.28,2,0,6.512
6590,23-03-2014,2014,1,26-03-2014,First Class,Consumer,Delray Beach,Florida,South,Office Supplies,Labels,9.912,3,0.2,3.2214
3555,23-03-2014,2014,1,26-03-2014,Second Class,Consumer,Los Angeles,California,West,Technology,Phones,604.752,6,0.2,37.797
3554,23-03-2014,2014,1,26-03-2014,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,330.4,2,0,85.904
7801,24-03-2014,2014,1,29-03-2014,Second Class,Consumer,Fresno,California,West,Furniture,Furnishings,40.48,2,0,14.5728
4479,24-03-2014,2014,1,28-03-2014,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,24.9,5,0,11.703
2432,25-03-2014,2014,1,01-04-2014,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,366.786,7,0.1,65.2064
9306,25-03-2014,2014,1,30-03-2014,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,6.56,2,0,1.9024
9307,25-03-2014,2014,1,30-03-2014,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,14.88,2,0,3.72
9308,25-03-2014,2014,1,30-03-2014,Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,45.48,4,0,15.918
9309,25-03-2014,2014,1,30-03-2014,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,25.44,6,0,9.9216
9659,26-03-2014,2014,1,30-03-2014,Second Class,Consumer,Pomona,California,West,Office Supplies,Labels,18.75,5,0,9
4244,26-03-2014,2014,1,30-03-2014,Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,66.3,3,0,8.619
9051,26-03-2014,2014,1,31-03-2014,Second Class,Corporate,San Francisco,California,West,Office Supplies,Art,3.36,2,0,0.84
9052,26-03-2014,2014,1,31-03-2014,Second Class,Corporate,San Francisco,California,West,Office Supplies,Binders,27.936,4,0.2,9.4284
9053,26-03-2014,2014,1,31-03-2014,Second Class,Corporate,San Francisco,California,West,Technology,Phones,28.784,2,0.2,2.8784
7840,28-03-2014,2014,1,02-04-2014,Standard Class,Consumer,Des Moines,Iowa,Central,Furniture,Tables,1184.72,4,0,106.6248
8463,28-03-2014,2014,1,01-04-2014,Standard Class,Home Office,Albuquerque,New Mexico,West,Technology,Phones,302.376,3,0.2,22.6782
9899,28-03-2014,2014,1,03-04-2014,Standard Class,Home Office,Springfield,Ohio,East,Furniture,Tables,330.588,1,0.4,-143.2548
7839,28-03-2014,2014,1,02-04-2014,Standard Class,Consumer,Des Moines,Iowa,Central,Office Supplies,Envelopes,6.12,3,0,2.8764
7305,29-03-2014,2014,1,02-04-2014,Standard Class,Consumer,Plano,Texas,Central,Furniture,Tables,890.841,3,0.3,-152.7156
7630,30-03-2014,2014,1,01-04-2014,First Class,Home Office,Brownsville,Texas,Central,Technology,Phones,251.944,7,0.2,88.1804
8430,30-03-2014,2014,1,05-04-2014,Standard Class,Consumer,Apple Valley,Minnesota,Central,Office Supplies,Storage,129.3,2,0,6.465
7631,30-03-2014,2014,1,01-04-2014,First Class,Home Office,Brownsville,Texas,Central,Furniture,Chairs,127.302,7,0.3,-9.093
5283,30-03-2014,2014,1,04-04-2014,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,15.84,3,0,0
5284,30-03-2014,2014,1,04-04-2014,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Labels,44.4,3,0,22.2
5953,30-03-2014,2014,1,31-03-2014,First Class,Corporate,New York City,New York,East,Office Supplies,Art,10.5,5,0,2.94
7629,30-03-2014,2014,1,01-04-2014,First Class,Home Office,Brownsville,Texas,Central,Office Supplies,Envelopes,335.72,5,0.2,113.3055
2896,30-03-2014,2014,1,03-04-2014,Standard Class,Consumer,Long Beach,New York,East,Office Supplies,Art,49.65,5,0,20.853
6138,30-03-2014,2014,1,04-04-2014,Standard Class,Consumer,San Francisco,California,West,Furniture,Bookcases,205.666,2,0.15,-12.098
9566,31-03-2014,2014,1,31-03-2014,Same Day,Consumer,Tampa,Florida,South,Office Supplies,Binders,12.645,5,0.7,-10.116
9567,31-03-2014,2014,1,31-03-2014,Same Day,Consumer,Tampa,Florida,South,Office Supplies,Art,4.032,2,0.2,1.0584
9565,31-03-2014,2014,1,31-03-2014,Same Day,Consumer,Tampa,Florida,South,Furniture,Chairs,1125.488,7,0.2,98.4802
5479,31-03-2014,2014,1,04-04-2014,Standard Class,Corporate,Miami,Florida,South,Office Supplies,Binders,1.869,1,0.7,-1.3083
5049,31-03-2014,2014,1,04-04-2014,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,79.984,2,0.2,13.9972
4711,31-03-2014,2014,1,31-03-2014,Same Day,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,0.852,1,0.7,-0.5964
2230,31-03-2014,2014,1,05-04-2014,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,52.98,2,0,14.8344
5048,31-03-2014,2014,1,04-04-2014,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,8.134,7,0.8,-13.8278
2229,31-03-2014,2014,1,05-04-2014,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,673.568,2,0.2,252.588
1373,01-04-2014,2014,2,06-04-2014,Second Class,Consumer,Vallejo,California,West,Office Supplies,Binders,17.088,4,0.2,5.5536
1372,01-04-2014,2014,2,06-04-2014,Second Class,Consumer,Vallejo,California,West,Office Supplies,Labels,29.6,2,0,14.8
7954,01-04-2014,2014,2,06-04-2014,Standard Class,Corporate,Revere,Massachusetts,East,Office Supplies,Binders,6.24,2,0,3.0576
7953,01-04-2014,2014,2,06-04-2014,Standard Class,Corporate,Revere,Massachusetts,East,Office Supplies,Storage,66.96,4,0,2.6784
8919,02-04-2014,2014,2,08-04-2014,Standard Class,Corporate,Virginia Beach,Virginia,South,Furniture,Furnishings,177.68,2,0,46.1968
5682,02-04-2014,2014,2,08-04-2014,Standard Class,Consumer,Athens,Georgia,South,Office Supplies,Paper,15.84,3,0,7.128
8826,02-04-2014,2014,2,06-04-2014,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,26.72,5,0.2,9.352
5683,02-04-2014,2014,2,08-04-2014,Standard Class,Consumer,Athens,Georgia,South,Technology,Phones,1049.93,7,0,293.9804
5684,02-04-2014,2014,2,08-04-2014,Standard Class,Consumer,Athens,Georgia,South,Office Supplies,Appliances,154.9,5,0,40.274
8827,02-04-2014,2014,2,06-04-2014,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,33.488,7,0.2,10.465
9883,03-04-2014,2014,2,08-04-2014,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,11.16,2,0,5.58
9885,03-04-2014,2014,2,08-04-2014,Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,159.98,2,0,57.5928
9884,03-04-2014,2014,2,08-04-2014,Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,62.31,3,0,22.4316
5122,04-04-2014,2014,2,08-04-2014,Standard Class,Corporate,Lafayette,Louisiana,South,Office Supplies,Paper,19.44,3,0,9.3312
3955,04-04-2014,2014,2,09-04-2014,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Art,79.36,4,0,23.808
3954,04-04-2014,2014,2,09-04-2014,Standard Class,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,5.47,1,0,2.3521
5123,04-04-2014,2014,2,08-04-2014,Standard Class,Corporate,Lafayette,Louisiana,South,Office Supplies,Paper,12.96,2,0,6.3504
4844,04-04-2014,2014,2,05-04-2014,First Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,7.184,2,0.2,2.245
1560,04-04-2014,2014,2,09-04-2014,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Labels,18.9,6,0,9.072
5120,04-04-2014,2014,2,08-04-2014,Standard Class,Corporate,Lafayette,Louisiana,South,Office Supplies,Storage,232.55,5,0,9.302
5121,04-04-2014,2014,2,08-04-2014,Standard Class,Corporate,Lafayette,Louisiana,South,Technology,Accessories,99.98,2,0,42.9914
3879,05-04-2014,2014,2,07-04-2014,First Class,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,52.096,4,0.2,3.9072
9911,05-04-2014,2014,2,09-04-2014,Standard Class,Corporate,Richmond,Kentucky,South,Office Supplies,Binders,115.36,7,0,56.5264
3276,05-04-2014,2014,2,09-04-2014,Second Class,Corporate,Alexandria,Virginia,South,Office Supplies,Art,22.96,7,0,7.5768
9506,05-04-2014,2014,2,07-04-2014,Second Class,Consumer,Dearborn Heights,Michigan,Central,Office Supplies,Art,26.7,2,0,7.476
9507,05-04-2014,2014,2,07-04-2014,Second Class,Consumer,Dearborn Heights,Michigan,Central,Office Supplies,Binders,40.2,5,0,18.09
3277,05-04-2014,2014,2,09-04-2014,Second Class,Corporate,Alexandria,Virginia,South,Technology,Phones,28.99,1,0,8.4071
710,05-04-2014,2014,2,07-04-2014,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,55.48,1,0,26.6304
9508,05-04-2014,2014,2,07-04-2014,Second Class,Consumer,Dearborn Heights,Michigan,Central,Office Supplies,Art,13.89,3,0,4.5837
9509,05-04-2014,2014,2,07-04-2014,Second Class,Consumer,Dearborn Heights,Michigan,Central,Office Supplies,Storage,689.82,6,0,20.6946
3280,05-04-2014,2014,2,09-04-2014,Second Class,Corporate,Alexandria,Virginia,South,Office Supplies,Supplies,4164.05,5,0,83.281
3278,05-04-2014,2014,2,09-04-2014,Second Class,Corporate,Alexandria,Virginia,South,Office Supplies,Paper,12.96,2,0,6.3504
3279,05-04-2014,2014,2,09-04-2014,Second Class,Corporate,Alexandria,Virginia,South,Office Supplies,Art,22.96,7,0,6.6584
3878,05-04-2014,2014,2,07-04-2014,First Class,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,49.632,4,0.2,3.7224
8839,06-04-2014,2014,2,10-04-2014,Second Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,65.568,2,0.2,23.7684
5036,06-04-2014,2014,2,12-04-2014,Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,33.9,2,0,2.034
8838,06-04-2014,2014,2,10-04-2014,Second Class,Corporate,Los Angeles,California,West,Office Supplies,Art,70.95,3,0,18.447
8840,06-04-2014,2014,2,10-04-2014,Second Class,Corporate,Los Angeles,California,West,Technology,Accessories,299.97,3,0,131.9868
5035,06-04-2014,2014,2,12-04-2014,Standard Class,Corporate,Seattle,Washington,West,Furniture,Tables,653.55,3,0,111.1035
1405,06-04-2014,2014,2,08-04-2014,First Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,154.764,3,0.4,-36.1116
868,06-04-2014,2014,2,10-04-2014,Standard Class,Corporate,Lancaster,Pennsylvania,East,Office Supplies,Binders,44.91,6,0.7,-35.928
1406,06-04-2014,2014,2,08-04-2014,First Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,116.784,2,0.2,21.897
6015,06-04-2014,2014,2,12-04-2014,Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,91.96,2,0,15.6332
1404,06-04-2014,2014,2,08-04-2014,First Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,10.304,1,0.2,-2.1896
6017,06-04-2014,2014,2,12-04-2014,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,19.44,3,0,9.3312
6018,06-04-2014,2014,2,12-04-2014,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,55.48,1,0,26.6304
6016,06-04-2014,2014,2,12-04-2014,Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,33.11,7,0,12.9129
3481,07-04-2014,2014,2,10-04-2014,First Class,Consumer,Mobile,Alabama,South,Furniture,Furnishings,8.96,2,0,2.7776
6253,07-04-2014,2014,2,07-04-2014,Same Day,Home Office,Marietta,Georgia,South,Technology,Phones,200.97,3,0,50.2425
6252,07-04-2014,2014,2,07-04-2014,Same Day,Home Office,Marietta,Georgia,South,Office Supplies,Paper,58.32,9,0,27.9936
4176,07-04-2014,2014,2,12-04-2014,Standard Class,Corporate,Columbia,South Carolina,South,Technology,Phones,629.95,5,0,163.787
4177,07-04-2014,2014,2,12-04-2014,Standard Class,Corporate,Columbia,South Carolina,South,Office Supplies,Paper,122.97,3,0,60.2553
3835,08-04-2014,2014,2,15-04-2014,Standard Class,Corporate,Glendale,Arizona,West,Office Supplies,Fasteners,2.368,2,0.2,0.8288
7409,08-04-2014,2014,2,12-04-2014,Standard Class,Consumer,Toledo,Ohio,East,Furniture,Tables,172.11,1,0.4,-94.6605
6380,08-04-2014,2014,2,13-04-2014,Standard Class,Home Office,Chandler,Arizona,West,Office Supplies,Fasteners,49.792,8,0.2,-11.8256
3836,08-04-2014,2014,2,15-04-2014,Standard Class,Corporate,Glendale,Arizona,West,Office Supplies,Paper,19.008,3,0.2,6.8904
7047,08-04-2014,2014,2,12-04-2014,Standard Class,Home Office,Concord,California,West,Technology,Accessories,399.96,4,0,139.986
7046,08-04-2014,2014,2,12-04-2014,Standard Class,Home Office,Concord,California,West,Furniture,Tables,99.592,1,0.2,2.4898
5926,08-04-2014,2014,2,12-04-2014,Standard Class,Corporate,Decatur,Alabama,South,Furniture,Tables,1215.92,8,0,316.1392
3775,11-04-2014,2014,2,13-04-2014,Second Class,Consumer,Miami,Florida,South,Office Supplies,Paper,10.368,2,0.2,3.6288
8357,11-04-2014,2014,2,18-04-2014,Standard Class,Consumer,Great Falls,Montana,West,Office Supplies,Storage,87.08,7,0,24.3824
8358,11-04-2014,2014,2,18-04-2014,Standard Class,Consumer,Great Falls,Montana,West,Technology,Phones,105.584,2,0.2,9.2386
8359,11-04-2014,2014,2,18-04-2014,Standard Class,Consumer,Great Falls,Montana,West,Technology,Accessories,217.44,6,0,91.3248
4861,11-04-2014,2014,2,16-04-2014,Second Class,Home Office,Austin,Texas,Central,Technology,Phones,758.352,6,0.2,265.4232
3776,11-04-2014,2014,2,13-04-2014,Second Class,Consumer,Miami,Florida,South,Technology,Accessories,335.944,7,0.2,41.993
3774,11-04-2014,2014,2,13-04-2014,Second Class,Consumer,Miami,Florida,South,Technology,Accessories,383.976,3,0.2,81.5949
3773,11-04-2014,2014,2,13-04-2014,Second Class,Consumer,Miami,Florida,South,Office Supplies,Fasteners,6.912,3,0.2,2.3328
4577,11-04-2014,2014,2,16-04-2014,Standard Class,Consumer,Lewiston,Idaho,West,Office Supplies,Binders,9.584,1,0.2,3.3544
2794,12-04-2014,2014,2,17-04-2014,Standard Class,Corporate,Redondo Beach,California,West,Technology,Phones,438.368,4,0.2,38.3572
2795,12-04-2014,2014,2,17-04-2014,Standard Class,Corporate,Redondo Beach,California,West,Office Supplies,Binders,18.088,7,0.2,6.5569
9849,12-04-2014,2014,2,18-04-2014,Standard Class,Corporate,Lodi,California,West,Office Supplies,Art,39.68,2,0,16.2688
2796,12-04-2014,2014,2,17-04-2014,Standard Class,Corporate,Redondo Beach,California,West,Furniture,Bookcases,308.499,3,0.15,-18.147
9097,12-04-2014,2014,2,17-04-2014,Standard Class,Consumer,Bloomington,Indiana,Central,Office Supplies,Paper,32.4,5,0,15.552
2793,12-04-2014,2014,2,17-04-2014,Standard Class,Corporate,Redondo Beach,California,West,Technology,Phones,1075.088,14,0.2,94.0702
6707,13-04-2014,2014,2,18-04-2014,Standard Class,Home Office,Baltimore,Maryland,East,Office Supplies,Labels,7.83,3,0,3.6018
340,13-04-2014,2014,2,17-04-2014,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.856,4,0.2,1.116
343,13-04-2014,2014,2,17-04-2014,Second Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,71.928,12,0.4,8.3916
